iter	F1	Logloss
880	0.8641486445	0.07550366818
881	0.8641925166	0.07547456075
882	0.8642501777	0.07545311416
883	0.8641925166	0.075427687
884	0.8641047769	0.07538979187
885	0.86398944	0.07535554896
886	0.8640333063	0.0753171257
887	0.8640909783	0.07527910028
888	0.8640333063	0.0752504169
889	0.86398944	0.07522560386
890	0.8642200904	0.07519768921
891	0.8642639594	0.07517555314
892	0.8641925166	0.07515462221
893	0.864321608	0.07512768713
894	0.8646563103	0.075051478
895	0.8645986698	0.07502964277
896	0.8646124169	0.07498376473
897	0.8646563103	0.0749568553
898	0.8649746193	0.07489163744
899	0.8650185289	0.07486354923
900	0.8650761421	0.07483855735
901	0.8650322319	0.07480530635
902	0.8650322319	0.07478194565
903	0.8650322319	0.07475629164
904	0.8650322319	0.07471629238
905	0.8650898386	0.07466325734
906	0.8649883261	0.07464378027
907	0.8651611266	0.07461467363
908	0.8651035323	0.07459026821
909	0.8651611266	0.07457532203
910	0.8653777845	0.07454883119
911	0.865408039	0.07452962865
912	0.865408039	0.07450804648
913	0.8655398203	0.07446821883
914	0.8655837563	0.07444389877
915	0.8655261688	0.07440843774
916	0.8654822335	0.07439346993
917	0.8657428557	0.07435103286
918	0.8656276968	0.07431482775
919	0.8657428557	0.0742844587
920	0.8659155501	0.07425449045
921	0.8659155501	0.07422009525
922	0.8660306506	0.07419811745
923	0.8661457276	0.0741668859
924	0.8662743506	0.07413242693
925	0.866389368	0.07409871558
926	0.866301481	0.07406576586
927	0.866301481	0.07404538743
928	0.8664300203	0.07402079047
929	0.8663996349	0.07397418748
930	0.8663996349	0.07394464346
931	0.8666159696	0.07391249918
932	0.8667173638	0.07388058822
933	0.8666599067	0.07385859301
934	0.8667173638	0.07383798606
935	0.8666024438	0.07380627315
936	0.8667173638	0.07378615083
937	0.8666599067	0.07376347526
938	0.866774815	0.07373441718
939	0.8668187579	0.07371191361
940	0.8668187579	0.07367329179
941	0.866977593	0.07364291746
942	0.8671059301	0.07359050535
943	0.8673490069	0.073548717
944	0.8672916139	0.07352222353
945	0.8674637755	0.073496305
946	0.8674637755	0.07346736499
947	0.8675688004	0.07341845163
948	0.8675248328	0.07339704932
949	0.8676969851	0.07336958483
950	0.8677983278	0.07335498168
951	0.867869085	0.07332182387
952	0.867869085	0.07328989448
953	0.8678824721	0.073258407
954	0.8679971634	0.07323194001
955	0.8681691567	0.07320006894
956	0.8682704482	0.07316647556
957	0.868301084	0.07310838955
958	0.8686889148	0.07303843884
959	0.8687462021	0.07301284008
960	0.8689180295	0.07298355386
961	0.8691910499	0.07296338578
962	0.8691338025	0.07293574876
963	0.8692482916	0.07290223367
964	0.8693627575	0.07285957514
965	0.8693627575	0.07284509538
966	0.8695652174	0.07281416487
967	0.8695652174	0.07279731725
968	0.8696796397	0.07278316492
969	0.8696664473	0.07276748084
970	0.8696092326	0.07273575397
971	0.8695652174	0.0726987972
972	0.8695079976	0.07268270101
973	0.8696224314	0.0726356973
974	0.8696356275	0.07257375205
975	0.8697676773	0.07253065098
976	0.8697808594	0.07249137749
977	0.8698512296	0.0724679717
978	0.8699084147	0.0724508047
979	0.8698380567	0.07241100494
980	0.869952434	0.07238952247
981	0.8700667881	0.07236383454
982	0.8701239565	0.0723441812
983	0.8700667881	0.07231884165
984	0.8702382759	0.07229492946
985	0.8697895589	0.07225351086
986	0.8703610072	0.07217780167
987	0.8703170029	0.07215973078
988	0.8704312219	0.07214697919
989	0.8703170029	0.07212255741
990	0.8703301148	0.07208728756
991	0.8704883227	0.07205999495
992	0.8704312219	0.07202233443
993	0.8706025071	0.07199549559
994	0.8706025071	0.07197566044
995	0.8705454178	0.07195046455
996	0.8707297352	0.07192875029
997	0.8708748168	0.07190935419
998	0.8710329493	0.07187796237
999	0.8710899995	0.0718532938
1000	0.8709889332	0.07182898064
1001	0.8709758933	0.07180997024
1002	0.8710329493	0.07177964166
1003	0.8712040827	0.0717445617
1004	0.8716731478	0.07168982759
1005	0.8717301283	0.07166400067
1006	0.8719321281	0.07161631919
1007	0.8719191919	0.07157018616
1008	0.872033128	0.07155050468
1009	0.8720771678	0.07152254476
1010	0.8721910822	0.07150021504
1011	0.872292077	0.07145600565
1012	0.8723490204	0.07142836564
1013	0.872292077	0.07140116964
1014	0.8723930718	0.07137033367
1015	0.8725509998	0.07134256423
1016	0.8725509998	0.07132099598
1017	0.8726079273	0.07127479373
1018	0.8725509998	0.07126008388
1019	0.8727089119	0.07123423391
1020	0.8728539689	0.07120124748
1021	0.8728411272	0.07116391428
1022	0.8729108811	0.0711111863
1023	0.8728980458	0.07107422877
1024	0.8729421271	0.07105283717
1025	0.8729421271	0.07103000615
1026	0.8728980458	0.07099220894
1027	0.8730118657	0.0709710785
1028	0.8728980458	0.07095588787
1029	0.873068767	0.07092952827
1030	0.8731256626	0.07090209197
1031	0.8731256626	0.0708839228
1032	0.8730118657	0.07086136386
1033	0.8730559483	0.07081870516
1034	0.873068767	0.07079541902
1035	0.8731000353	0.07075292487
1036	0.8734854604	0.07071303418
1037	0.8735423292	0.07069002702
1038	0.8735991923	0.07066847696
1039	0.8735423292	0.07064582294
1040	0.8736305347	0.07063179965
1041	0.8737756235	0.07060543245
1042	0.8737187579	0.07058765775
1043	0.8737883683	0.07055050005
1044	0.8738452219	0.07053192387
1045	0.8737315091	0.07049074913
1046	0.8737883683	0.07047257991
1047	0.8738893376	0.0704401506
1048	0.8738893376	0.07042179538
1049	0.8739461861	0.0704002084
1050	0.8739589117	0.07037969686
1051	0.8741608197	0.07035414582
1052	0.8742176459	0.07033666462
1053	0.8744068652	0.07030441905
1054	0.8744763539	0.07027513765
1055	0.8744763539	0.07025486433
1056	0.8743627278	0.07023626665
1057	0.8743627278	0.0702178641
1058	0.8747918244	0.0701581676
1059	0.8746782416	0.07013220073
1060	0.8747791854	0.07006875973
1061	0.8748233394	0.07002802491
1062	0.8748801292	0.06999941898
1063	0.8748359746	0.06998375583
1064	0.8747791854	0.06994948521
1065	0.8747791854	0.06994662783
1066	0.8747791854	0.06992575577
1067	0.8747223905	0.06990462099
1068	0.8748359746	0.06987432893
1069	0.874892758	0.06984963161
1070	0.8749621556	0.06977031391
1071	0.8749053843	0.06975583763
1072	0.8749053843	0.06973661191
1073	0.8753026634	0.06969095907
1074	0.8753026634	0.06966709201
1075	0.8755862625	0.06960090487
1076	0.8755862625	0.06957282789
1077	0.8756429652	0.06954054029
1078	0.8757563534	0.06951609567
1079	0.875724729	0.06947460557
1080	0.8757372587	0.06945572431
1081	0.8756238972	0.06944509744
1082	0.8757497858	0.06942768506
1083	0.8758631117	0.06941476248
1084	0.8757497858	0.06937068414
1085	0.8761904762	0.06931961544
1086	0.8761904762	0.06929943722
1087	0.876599174	0.06924761047
1088	0.876542588	0.06923375657
1089	0.876429399	0.0692164775
1090	0.876429399	0.06919963742
1091	0.8764735516	0.0691840319
1092	0.8764859964	0.06916423319
1093	0.8764859964	0.06914842715
1094	0.8765550239	0.06912574361
1095	0.8766116035	0.06910029969
1096	0.8766681775	0.06907800546
1097	0.8767123288	0.06902621972
1098	0.8768820182	0.06901287668
1099	0.8769633508	0.06895390635
1100	0.8771770865	0.0689133848
1101	0.8771770865	0.06888321556
1102	0.8771205638	0.06886091914
1103	0.8772336035	0.0688361033
1104	0.8771523512	0.06880273901
1105	0.877321923	0.06878584152
1106	0.877321923	0.06875551292
1107	0.8774667741	0.06871729312
1108	0.8774102603	0.0686984097
1109	0.8774102603	0.06869600345
1110	0.877705083	0.06867718965
1111	0.877705083	0.06865445572
1112	0.8777615621	0.06862387378
1113	0.8780880503	0.06857791495
1114	0.8780315991	0.06855484491
1115	0.8779874214	0.06852862857
1116	0.878043872	0.06851110424
1117	0.8781003169	0.06849591726
1118	0.8782696177	0.06844771161
1119	0.8782254414	0.06842547699
1120	0.8783824565	0.0684092813
1121	0.8784144072	0.06837139639
1122	0.8786964393	0.06831282799
1123	0.8786720322	0.06828291972
1124	0.8786720322	0.06826653128
1125	0.8787726358	0.06823705907
1126	0.878684237	0.06821274453
1127	0.8787970227	0.06819121571
1128	0.8787970227	0.06817026484
1129	0.8787970227	0.0681548333
1130	0.8787970227	0.068140022
1131	0.8789097858	0.06810184847
1132	0.8789097858	0.06808445442
1133	0.8790225261	0.06806303848
1134	0.8790225261	0.06804393626
1135	0.879010359	0.0680288841
1136	0.8791230893	0.06800285305
1137	0.8790788878	0.06798994433
1138	0.8789661588	0.06795843429
1139	0.87920374	0.067926744
1140	0.87920374	0.06792267797
1141	0.8792600784	0.06791554157
1142	0.8793606112	0.06789065429
1143	0.879585888	0.06787112799
1144	0.8793727382	0.06784686792
1145	0.8794853754	0.06781988077
1146	0.879585888	0.06780134129
1147	0.8796984925	0.06777104675
1148	0.8798110743	0.0677434362
1149	0.8798673567	0.06772413835
1150	0.8798673567	0.06770194205
1151	0.8799236334	0.06768761779
1152	0.8798552837	0.06765707737
1153	0.8800683314	0.0676142147
1154	0.8801125515	0.06759647755
1155	0.8801125515	0.06757134561
1156	0.8801125515	0.06755706251
1157	0.8803255627	0.06753577818
1158	0.8804942985	0.06752137451
1159	0.8806067608	0.06750574889
1160	0.8805385311	0.06747959353
1161	0.8803496082	0.06745371227
1162	0.8805625314	0.06742014525
1163	0.8805625314	0.06740332131
1164	0.8806187535	0.06738942936
1165	0.8806187535	0.06737650495
1166	0.8806749699	0.06732128039
1167	0.8807754118	0.06730419989
1168	0.8806629834	0.06728677659
1169	0.8807192004	0.06726826226
1170	0.8809320544	0.06724945512
1171	0.8807993573	0.06722510886
1172	0.8807993573	0.06720708403
1173	0.8808997791	0.06718147132
1174	0.8810121498	0.06716766516
1175	0.881056384	0.06713999432
1176	0.8813372151	0.06710637079
1177	0.8813491267	0.06707989621
1178	0.8814614072	0.06705599214
1179	0.8813610358	0.06703438082
1180	0.8813729426	0.0670166996
1181	0.8813729426	0.06701462954
1182	0.8813168063	0.06699565418
1183	0.8813287169	0.0669722323
1184	0.8814970901	0.06693346766
1185	0.8815532032	0.06689916117
1186	0.8815413175	0.06687253438
1187	0.8820343063	0.06680620836
1188	0.8819782314	0.06679294654
1189	0.8822467402	0.06675284026
1190	0.8823352392	0.06670464454
1191	0.882615454	0.0666505415
1192	0.8825594223	0.06663439231
1193	0.882615454	0.06662021095
1194	0.8825594223	0.06659578963
1195	0.882503385	0.06656756868
1196	0.8825594223	0.06653926403
1197	0.8829072682	0.06647871242
1198	0.8832080201	0.06644394376
1199	0.8832639968	0.06640491182
1200	0.8835204491	0.06638451948
1201	0.8834202085	0.06636515161
1202	0.8834202085	0.06635726108
1203	0.8836090226	0.06629045923
1204	0.8835530603	0.06626938544
1205	0.8835204491	0.06624623637
1206	0.8836090226	0.06622284545
1207	0.8837209302	0.06620492019
1208	0.8837768757	0.06618503948
1209	0.8837209302	0.066171667
1210	0.8837768757	0.06615787416
1211	0.8838328155	0.066144278
1212	0.8838444578	0.0661309357
1213	0.8841778179	0.06609253753
1214	0.88435715	0.06604026049
1215	0.8844573605	0.06602074625
1216	0.8844014631	0.06601047545
1217	0.8844573605	0.06598558694
1218	0.8845691383	0.0659721666
1219	0.8845132522	0.0659476129
1220	0.8844573605	0.06593151096
1221	0.8845132522	0.06589171686
1222	0.8845132522	0.06586787405
1223	0.8844457807	0.06583931666
1224	0.8844573605	0.06580746611
1225	0.8844573605	0.06580577185
1226	0.8844689379	0.06578084024
1227	0.8844689379	0.06576054612
1228	0.8844130467	0.06574332571
1229	0.8848697395	0.06571041476
1230	0.8849256049	0.06569382568
1231	0.8850258003	0.06567347758
1232	0.8849256049	0.0656532812
1233	0.8849814648	0.06564183193
1234	0.8851259957	0.06561980192
1235	0.8851375044	0.06560028132
1236	0.8851490108	0.06557887844
1237	0.8852376897	0.06554865534
1238	0.8852376897	0.06553139131
1239	0.8852935284	0.06550126924
1240	0.8852491861	0.06547306085
1241	0.8853493614	0.0654554447
1242	0.8853493614	0.06544526805
1243	0.8853937087	0.06541830892
1244	0.8854051888	0.06539965447
1245	0.8854166667	0.06538981203
1246	0.8854166667	0.06537327472
1247	0.8855168269	0.0653362377
1248	0.8854166667	0.06528866115
1249	0.8854166667	0.06527592568
1250	0.8854724823	0.0652568657
1251	0.8855282924	0.06525436913
1252	0.8855840969	0.06523048365
1253	0.8855840969	0.06519760203
1254	0.8855840969	0.06518091316
1255	0.8857729481	0.06515353784
1256	0.8857958244	0.06510754244
1257	0.8860189218	0.06506683638
1258	0.8860189218	0.06505244458
1259	0.886130437	0.06501176669
1260	0.8863204243	0.0649532001
1261	0.8863761445	0.06491019413
1262	0.8864432216	0.06489364366
1263	0.8868660598	0.06485630699
1264	0.8871217804	0.06483643538
1265	0.8872218055	0.06480003812
1266	0.8873218305	0.06478438321
1267	0.887433115	0.06476727051
1268	0.887433115	0.06473911586
1269	0.887433115	0.06471974126
1270	0.8873774755	0.06470669932
1271	0.8874887489	0.06469424638
1272	0.8875443772	0.06468119155
1273	0.8874887489	0.06465774457
1274	0.88753313	0.06463838415
1275	0.8877112289	0.06460088168
1276	0.8877112289	0.06457095599
1277	0.8878336499	0.06454798697
1278	0.8878336499	0.06452500328
1279	0.8877892738	0.06450572257
1280	0.8878892388	0.06448653095
1281	0.8877336799	0.06447075831
1282	0.8877336799	0.06446897282
1283	0.8878448621	0.06443957258
1284	0.8878336499	0.06441035246
1285	0.8879892038	0.0643987849
1286	0.8882226553	0.06436839356
1287	0.8883892886	0.06433384648
1288	0.8884336747	0.06430920725
1289	0.8884336747	0.06426673366
1290	0.8884336747	0.06423705688
1291	0.8884336747	0.06421996239
1292	0.8884448219	0.06418364591
1293	0.8885003497	0.0641497166
1294	0.8885003497	0.06413904247
1295	0.8884780654	0.06408309485
1296	0.8885335998	0.06406762418
1297	0.8885335998	0.06404977005
1298	0.8887556821	0.06402547425
1299	0.888988764	0.06401000923
1300	0.8891551827	0.06398435413
1301	0.8892661008	0.06397492765
1302	0.8892106446	0.06395872948
1303	0.8893549031	0.0639307892
1304	0.8893549031	0.06390675612
1305	0.8892994457	0.06388885486
1306	0.8893549031	0.06387234841
1307	0.8897319423	0.06380754633
1308	0.8897209326	0.0637769388
1309	0.8897209326	0.06374637811
1310	0.8899316128	0.06369753768
1311	0.8899870221	0.0636722852
1312	0.8899870221	0.06365860613
1313	0.8899870221	0.06364624592
1314	0.8900424258	0.06363412855
1315	0.8901312834	0.06361582184
1316	0.8901757188	0.06360217226
1317	0.8902201588	0.06358360285
1318	0.8901647529	0.06355109268
1319	0.890441727	0.0635086221
1320	0.8907076555	0.06347197123
1321	0.8907630121	0.0634420816
1322	0.890929049	0.06341395017
1323	0.8908845981	0.06338317743
1324	0.8907294681	0.06333821306
1325	0.8907848127	0.06332272002
1326	0.8908292586	0.06328458195
1327	0.8908845981	0.06326566792
1328	0.8909952607	0.06324675639
1329	0.8911059011	0.06322957346
1330	0.8911503542	0.06321774443
1331	0.8915374258	0.06319958162
1332	0.891703231	0.063184588
1333	0.8917584883	0.06317225754
1334	0.891703231	0.06315332942
1335	0.8916479681	0.06313566394
1336	0.891703231	0.06312000505
1337	0.8917584883	0.063110532
1338	0.8918137402	0.06307669818
1339	0.8918137402	0.06306464335
1340	0.8918137402	0.06305195176
1341	0.8918689865	0.06303556254
1342	0.8917584883	0.06301614416
1343	0.8915698689	0.0629813053
1344	0.8916143185	0.06297840346
1345	0.8917248255	0.0629384924
1346	0.8917248255	0.06289296312
1347	0.8917356196	0.06287686533
1348	0.8918016447	0.06284541496
1349	0.8918016447	0.0628294157
1350	0.8917464115	0.06281749637
1351	0.8916911728	0.06280474349
1352	0.8918016447	0.06277777507
1353	0.8917908588	0.06276067036
1354	0.8921881228	0.0627341216
1355	0.8921881228	0.06272171627
1356	0.8922433119	0.06270688035
1357	0.8921773792	0.06268291786
1358	0.8923874053	0.06266189245
1359	0.8925973897	0.06264550374
1360	0.8927077107	0.06263414543
1361	0.8927077107	0.06262223514
1362	0.8927735445	0.06260850598
1363	0.8928731511	0.06258599646
1364	0.8928838205	0.06255651266
1365	0.8930491934	0.06253135883
1366	0.8929940746	0.06251668953
1367	0.8931043067	0.06250055177
1368	0.8931594145	0.06248448081
1369	0.8932589864	0.06246967947
1370	0.8933691756	0.06244396854
1371	0.8935132175	0.06241730591
1372	0.8934687376	0.06238461183
1373	0.8935682995	0.06236091889
1374	0.893678447	0.06235160285
1375	0.8936678614	0.06231909533
1376	0.8942207178	0.06225548821
1377	0.8940555611	0.06223565166
1378	0.8941106188	0.06221692629
1379	0.8943753111	0.0622022092
1380	0.8944198317	0.06218711044
1381	0.894529889	0.06217090854
1382	0.8944748631	0.06214246366
1383	0.894529889	0.0621289996
1384	0.894529889	0.06211078188
1385	0.8945849094	0.06210366733
1386	0.894529889	0.06208362287
1387	0.8947289831	0.06201663599
1388	0.8948939982	0.06199103427
1389	0.8949935304	0.06196854563
1390	0.8950485195	0.06194586541
1391	0.8950485195	0.06192994952
1392	0.8952134541	0.06189868156
1393	0.8953129665	0.06187958181
1394	0.8953679288	0.06184758094
1395	0.8954228856	0.06183083259
1396	0.8955223881	0.06181775816
1397	0.8955669436	0.06179860828
1398	0.8955669436	0.06179707254
1399	0.8955669436	0.06177398969
1400	0.8956218905	0.06175992072
1401	0.895676832	0.06173777388
1402	0.895721393	0.06171966297
1403	0.8958312606	0.06169907898
1404	0.8959618062	0.06164509885
1405	0.8959618062	0.06162996583
1406	0.8959618062	0.06161984323
1407	0.8959618062	0.06160753609
1408	0.8959514573	0.06155089413
1409	0.8959618062	0.06152671418
1410	0.8961813842	0.06151964348
1411	0.8962911405	0.06150677735
1412	0.8963460104	0.06149182245
1413	0.8965757169	0.06144668457
1414	0.8966853849	0.06142970558
1415	0.8966305536	0.06140899438
1416	0.8965654357	0.06138927424
1417	0.8965654357	0.06137347351
1418	0.8965859961	0.06133719995
1419	0.8964420592	0.06129874087
1420	0.8964968944	0.06128577899
1421	0.8964968944	0.06126612044
1422	0.8964968944	0.06126396034
1423	0.8965517241	0.06125081511
1424	0.8964420592	0.06123665814
1425	0.8965517241	0.06121465853
1426	0.8968257911	0.06119994349
1427	0.8967264418	0.06117985982
1428	0.8968360403	0.06116705153
1429	0.8970551721	0.0611469312
1430	0.8971647053	0.06113754369
1431	0.8974829966	0.06112053156
1432	0.8973187686	0.06110118864
1433	0.8973429352	0.06105763311
1434	0.8973976957	0.06104457955
1435	0.8974970203	0.06102740144
1436	0.8974970203	0.06100975385
1437	0.8974970203	0.06099315436
1438	0.8975517704	0.06098708063
1439	0.8976612543	0.06096747305
1440	0.8975517704	0.06094792046
1441	0.8976612543	0.06093131337
1442	0.8976166832	0.06091486468
1443	0.8976166832	0.06089930027
1444	0.8978355838	0.06087827139
1445	0.8978902954	0.0608656596
1446	0.8977910151	0.06084258225
1447	0.8981536629	0.06079781685
1448	0.8981536629	0.06077364914
1449	0.8981536629	0.06075443992
1450	0.8983521938	0.06070387483
1451	0.8984068688	0.06068330923
1452	0.898416952	0.06067031716
1453	0.8985708615	0.06065794477
1454	0.8985809269	0.06064083979
1455	0.8986355743	0.06062763649
1456	0.8986355743	0.06060286818
1457	0.8981536629	0.06055660396
1458	0.8981435521	0.06053736785
1459	0.8983622829	0.06052351916
1460	0.8983622829	0.06050698151
1461	0.8983076083	0.06048912137
1462	0.8983622829	0.06047970473
1463	0.898481691	0.06045336814
1464	0.8985809269	0.06042046051
1465	0.8985809269	0.06040225412
1466	0.8986355743	0.06038152567
1467	0.8986355743	0.0603651685
1468	0.8988541098	0.06035252517
1469	0.8988641436	0.06032674859
1470	0.8989187581	0.06031684693
1471	0.8991271573	0.06029506962
1472	0.8991817506	0.06027331669
1473	0.8993900927	0.06025821126
1474	0.8994446648	0.06024020863
1475	0.8995537928	0.0602308034
1476	0.8995637517	0.06021555763
1477	0.8995637517	0.06019546907
1478	0.8995637517	0.06019381208
1479	0.8995983936	0.06017390772
1480	0.8997620464	0.06016362239
1481	0.8998711212	0.06015211591
1482	0.8999256506	0.0601393982
1483	0.9000892061	0.06012709386
1484	0.9001982161	0.06011318711
1485	0.9002179945	0.06008832197
1486	0.9002724796	0.06007309424
1487	0.9002724796	0.06005804387
1488	0.9004805073	0.06004368529
1489	0.9006983309	0.0600221568
1490	0.9006983309	0.06001096169
1491	0.9010499208	0.05999140181
1492	0.90115876	0.05998132208
1493	0.9012229539	0.05996503549
1494	0.9013317491	0.05993809766
1495	0.9014405227	0.05992853112
1496	0.9015395277	0.0598873896
1497	0.9017375377	0.05986718415
1498	0.9017821782	0.05985597247
1499	0.9022072652	0.05982876849
1500	0.9021626169	0.05981705263
1501	0.9021626169	0.05980716959
1502	0.9022072652	0.05979448396
1503	0.9023702311	0.05976319179
1504	0.9023702311	0.05974848415
1505	0.9023605681	0.05971752129
1506	0.9025681627	0.05969601739
1507	0.9026767602	0.05965588165
1508	0.9027310509	0.05964572061
1509	0.9024245423	0.05961165839
1510	0.9023702311	0.0595940741
1511	0.9025331486	0.05958131759
1512	0.9025331486	0.05956149483
1513	0.9026417335	0.05954481884
1514	0.9026417335	0.05953268547
1515	0.9026513653	0.05951726645
1516	0.9026513653	0.05950022829
1517	0.9027599169	0.05948637744
1518	0.9027502968	0.05946234161
1519	0.9026863899	0.05944040657
1520	0.9027406748	0.05942868682
1521	0.9028938907	0.05938918267
1522	0.9029928271	0.05936614845
1523	0.9029928271	0.05936473922
1524	0.9035608309	0.0592928641
1525	0.9036150537	0.05926512991
1526	0.9035161466	0.05924758112
1527	0.9035161466	0.05924220503
1528	0.9035703689	0.05923173086
1529	0.9036150537	0.05921823635
1530	0.9037234832	0.05920153699
1531	0.9040296663	0.05918807166
1532	0.9040838525	0.05916966336
1533	0.9039212778	0.05915791177
1534	0.9040838525	0.05914624333
1535	0.9041380333	0.05913197821
1536	0.9041827351	0.05911601888
1537	0.9042016807	0.05909661442
1538	0.904310004	0.059087277
1539	0.904147511	0.05907229188
1540	0.9041380333	0.05905123224
1541	0.9043641576	0.05903632119
1542	0.90462542	0.05899460351
1543	0.904787786	0.05898218331
1544	0.9046536903	0.05892946402
1545	0.9047524948	0.05891388957
1546	0.9049501037	0.05887313183
1547	0.9049501037	0.0588530807
1548	0.9051664526	0.05883200865
1549	0.9052933044	0.05880448398
1550	0.9052933044	0.05878678842
1551	0.9054014022	0.05877092329
1552	0.9054014022	0.05876041762
1553	0.9054647776	0.05874726118
1554	0.9055188074	0.05873350546
1555	0.9056808647	0.05871519623
1556	0.9057441769	0.05868116684
1557	0.9057441769	0.05864430298
1558	0.9055821529	0.05862711146
1559	0.9056901742	0.05860506718
1560	0.9058242843	0.05858682783
1561	0.9058782883	0.05856996314
1562	0.9061389657	0.0585565699
1563	0.9062022006	0.05854183889
1564	0.9063008832	0.05852836826
1565	0.906246916	0.0585111577
1566	0.9063548451	0.05849220525
1567	0.9064535228	0.05845143514
1568	0.9066061473	0.05843913034
1569	0.9065522005	0.05841813349
1570	0.9067048202	0.05836995204
1571	0.9067587568	0.05835819787
1572	0.9063271148	0.05832508676
1573	0.9064350572	0.05831465127
1574	0.9064797908	0.05829931601
1575	0.9064797908	0.0582782515
1576	0.9064350572	0.05825403906
1577	0.9064890205	0.05823323685
1578	0.9064890205	0.05821670941
1579	0.9066324516	0.05818561486
1580	0.9067850975	0.05814139203
1581	0.9067942961	0.05812957729
1582	0.9067942961	0.05811232472
1583	0.9066956136	0.05809029653
1584	0.906749556	0.05807518163
1585	0.9069021659	0.05806079223
1586	0.9070455891	0.05804678713
1587	0.9072073405	0.05803730141
1588	0.9072073405	0.05801111613
1589	0.9073599053	0.05797699545
1590	0.9075215783	0.05796675855
1591	0.9076202219	0.05794958754
1592	0.9076740975	0.05793913459
1593	0.9077818325	0.05792951028
1594	0.9079433953	0.05790940249
1595	0.9080510773	0.05789747625
1596	0.9080510773	0.05788234869
1597	0.9082125604	0.05787010115
1598	0.9082663775	0.05785708569
1599	0.9084277969	0.05784820232
1600	0.908383027	0.057833772
1601	0.9084906125	0.05782311529
1602	0.9088400512	0.05779427127
1603	0.9089475759	0.05778550317
1604	0.9092162948	0.05777093832
1605	0.9094759653	0.05774002469
1606	0.9094759653	0.05773875215
1607	0.9094222529	0.05772563284
1608	0.9095207605	0.05770905342
1609	0.9096281704	0.05770054336
1610	0.9097355592	0.05768396923
1611	0.9097355592	0.05764727781
1612	0.9097355592	0.05762940214
1613	0.909887729	0.05760707039
1614	0.9099950763	0.05759352616
1615	0.9101560577	0.05758375386
1616	0.9102633522	0.05756310328
1617	0.9102633522	0.05754849706
1618	0.9103169915	0.0575339971
1619	0.9103258195	0.05751637894
1620	0.9105314961	0.05750187283
1621	0.9106387167	0.05747947231
1622	0.9106387167	0.05746258995
1623	0.9106747379	0.05743933845
1624	0.9107283465	0.05742585461
1625	0.9108355477	0.05739811931
1626	0.9108355477	0.05738153278
1627	0.9109427278	0.0573672257
1628	0.9110498868	0.05735413609
1629	0.9112641417	0.05733871057
1630	0.9112641417	0.05732428302
1631	0.9111122042	0.0573051769
1632	0.9112193202	0.05729025415
1633	0.9111745032	0.05727338918
1634	0.9112815973	0.05723387687
1635	0.9113351365	0.05722495936
1636	0.9114957223	0.0572123931
1637	0.91179941	0.05715932411
1638	0.9117907366	0.05714398177
1639	0.91179941	0.05711980795
1640	0.91179941	0.05710320861
1641	0.9116923985	0.05706832197
1642	0.9116388848	0.05705311653
1643	0.9116923985	0.05703679649
1644	0.9116923985	0.05702964094
1645	0.9117459069	0.05700664964
1646	0.91179941	0.05699277751
1647	0.9118080818	0.05696967987
1648	0.9118977384	0.05695318126
1649	0.9118977384	0.05694052736
1650	0.9118355706	0.05692187309
1651	0.9117820614	0.05691110069
1652	0.9119064006	0.05684278016
1653	0.9121116791	0.05681793592
1654	0.9121651511	0.05680538679
1655	0.9122272459	0.05678863718
1656	0.9121289562	0.05675911564
1657	0.9125030705	0.056741094
1658	0.9125030705	0.05672325415
1659	0.9124496413	0.05670905053
1660	0.9123962069	0.0567011948
1661	0.9125479021	0.05666522015
1662	0.9126547455	0.05665556208
1663	0.9131715941	0.05662088129
1664	0.9131715941	0.05660683245
1665	0.9130285321	0.05656439226
1666	0.9131886477	0.05655101555
1667	0.9133935585	0.05653412478
1668	0.9133402072	0.05651965363
1669	0.9133935585	0.05650771118
1670	0.9135002455	0.05649414747
1671	0.9135535811	0.05647749995
1672	0.9135984291	0.05646014749
1673	0.9136517599	0.05644880249
1674	0.9138117208	0.05643987938
1675	0.9139183353	0.05642827682
1676	0.9138650307	0.05641540962
1677	0.9140249288	0.05640463933
1678	0.9141847799	0.05638920854
1679	0.9141847799	0.05638385691
1680	0.9144427002	0.05633655807
1681	0.9144427002	0.05632725404
1682	0.914336179	0.05631123463
1683	0.9142829106	0.05629958133
1684	0.9142913212	0.05628227811
1685	0.914344584	0.056272972
1686	0.9143978416	0.05625017728
1687	0.9145492004	0.05623624809
1688	0.914647307	0.0562229744
1689	0.9145492004	0.05620765722
1690	0.9145492004	0.05619689614
1691	0.9144959529	0.05617248703
1692	0.9145408163	0.05614765527
1693	0.9144343048	0.05613695847
1694	0.9144875632	0.05613047884
1695	0.9145492004	0.05611995317
1696	0.9147089117	0.05611111612
1697	0.9147089117	0.05610978545
1698	0.9147621383	0.05609888391
1699	0.9148153597	0.05608471165
1700	0.9151262564	0.05604982725
1701	0.9150198598	0.05603417205
1702	0.9150198598	0.05601174458
1703	0.9150198598	0.05599900776
1704	0.9150730607	0.05597475443
1705	0.9152858123	0.05594113269
1706	0.9152858123	0.05592929541
1707	0.9153389872	0.05591155277
1708	0.9153389872	0.055895267
1709	0.9152326322	0.05588302513
1710	0.9152326322	0.05587535479
1711	0.9153389872	0.055862564
1712	0.9152326322	0.05584884241
1713	0.9153306859	0.05584343242
1714	0.91548191	0.05582611024
