iter	F1	Logloss
102	0.7208544126	0.1360431031
103	0.7223314055	0.1356623848
104	0.7234376753	0.1353835654
105	0.7245938375	0.1350503892
106	0.7251861389	0.1347169869
107	0.725440806	0.1344260501
108	0.726479472	0.1340606914
109	0.7264694368	0.1337747439
110	0.7272015656	0.1334679162
111	0.7284812601	0.1332201705
112	0.7294445995	0.1329309433
113	0.7297282214	0.1328675043
114	0.7304047274	0.1326080968
115	0.7312259575	0.1323807154
116	0.732546487	0.1320966724
117	0.7337376885	0.1317112148
118	0.7339786382	0.1314627675
119	0.7346530249	0.1312453973
120	0.7352156514	0.1309816037
121	0.7363217242	0.130801895
122	0.7363217242	0.1305664225
123	0.7371869621	0.1303967007
124	0.738004105	0.1301912562
125	0.7388436166	0.1299872491
126	0.739320738	0.1297706865
127	0.7395544719	0.1295058076
128	0.739833795	0.1294342627
129	0.7403798239	0.1292079885
130	0.7408678326	0.1290332499
131	0.7416588281	0.1287902261
132	0.7421620127	0.1285347221
133	0.7423706325	0.1283020604
134	0.743885607	0.1279750005
135	0.7446503419	0.1277216955
136	0.7454916451	0.1275363599
137	0.7461174138	0.127306397
138	0.7469176574	0.1270753742
139	0.7471934845	0.1269153514
140	0.7481167867	0.1267266572
141	0.7480756543	0.1265775965
142	0.7487224573	0.1263362781
143	0.7488604536	0.1261660949
144	0.7496981008	0.1258394486
145	0.7500548607	0.1256277645
146	0.7507402127	0.1254535711
147	0.7511922381	0.1251671366
148	0.7514248137	0.1250532591
149	0.7524785014	0.1248256317
150	0.7524915124	0.1245795876
151	0.7538705618	0.1243966809
152	0.7542525844	0.1242162327
153	0.7542525844	0.1240415419
154	0.7548778488	0.1238372613
155	0.7549603717	0.1236339186
156	0.75569641	0.1234213583
157	0.7567301917	0.1232213083
158	0.7573176059	0.1230400301
159	0.7579016322	0.1228397177
160	0.7583233271	0.1226387115
161	0.7594674233	0.1224194236
162	0.7597381342	0.1222559977
163	0.7601592756	0.1221203565
164	0.7601592756	0.1220872403
165	0.7604450747	0.1219180701
166	0.761011775	0.1217415716
167	0.7618476958	0.1215543482
168	0.7617802473	0.1213837567
169	0.7623611414	0.1211814365
170	0.7626721838	0.1210159244
171	0.7626048132	0.1208168655
172	0.7631435724	0.1205796457
173	0.763780813	0.1204514657
174	0.7639153382	0.1203973658
175	0.7639984764	0.1202452538
176	0.7643028062	0.1201281194
177	0.7646387213	0.1200042464
178	0.7648817613	0.1198727733
179	0.7655689599	0.1197466311
180	0.7667988484	0.1195042686
181	0.7674519596	0.1192621157
182	0.7679869778	0.1190837883
183	0.767828069	0.1189508601
184	0.7678532668	0.1187839683
185	0.7681458175	0.1186172274
186	0.7684216234	0.118502727
187	0.768555164	0.1184706319
188	0.7693058039	0.1183421435
189	0.7692391069	0.1182040592
190	0.769189072	0.1180369637
191	0.7695308267	0.1178503804
192	0.7702219816	0.1176651968
193	0.7703463203	0.1175456128
194	0.7707702293	0.1173517548
195	0.7710361237	0.1172404828
196	0.7709944303	0.1171433879
197	0.7713930483	0.1170017149
198	0.7720568372	0.1168138829
199	0.7724204957	0.1166824375
200	0.7728842832	0.1165232172
201	0.7731663878	0.1163755694
202	0.7740996334	0.1162285569
203	0.7740996334	0.1162060496
204	0.7756113325	0.1159785074
205	0.7758815612	0.1158033308
206	0.7757738896	0.1156618616
207	0.7757738896	0.1156426035
208	0.7763009202	0.1154533967
209	0.7760856697	0.1152860622
210	0.7768274972	0.1151601112
211	0.7774432857	0.1150005357
212	0.7784881534	0.1148529576
213	0.7784881534	0.1148348658
214	0.7790129424	0.1146848955
215	0.7796446401	0.1145297706
216	0.7799356223	0.1143462102
217	0.7803753351	0.1141673598
218	0.7805479599	0.1141230195
219	0.7807675815	0.1139456809
220	0.7806368607	0.1138676582
221	0.78087991	0.1137469991
222	0.781052406	0.1136627746
223	0.7812851707	0.1135489755
224	0.7812851707	0.1134443783
225	0.7815229623	0.113345122
226	0.781760703	0.1131950911
227	0.7822874277	0.1130370609
228	0.7825248956	0.1128840145
229	0.7831299508	0.1127593037
230	0.7835669199	0.1126509106
231	0.7837114726	0.1125160121
232	0.7841061019	0.1123967313
233	0.7840599091	0.1121980631
234	0.784083008	0.1120682277
235	0.7845569756	0.1119834426
236	0.7845569756	0.1119039888
237	0.7853363972	0.1117588229
238	0.7854013038	0.1117435692
239	0.7855501523	0.1116314643
240	0.7859814083	0.1114862781
241	0.78613396	0.1113450633
242	0.7863704337	0.1112729922
243	0.7863056134	0.1112398582
244	0.7867172068	0.1111480292
245	0.786846741	0.1110312229
246	0.7871931697	0.1109015199
247	0.7873872913	0.1108009342
248	0.7878367565	0.110599887
249	0.7880953651	0.1104875334
250	0.7882472138	0.1103907798
251	0.7882472138	0.1103752913
252	0.788224628	0.1102530511
253	0.788098539	0.1101095605
254	0.7886798486	0.1099716661
255	0.7895157424	0.1098485237
256	0.7898157026	0.1097488601
257	0.7904599659	0.1096238294
258	0.7904376531	0.1095920007
259	0.7905020497	0.109576272
260	0.7904153355	0.1095328508
261	0.7908461948	0.1093923523
262	0.7910392167	0.1093799201
263	0.7912520619	0.1092110442
264	0.7914250758	0.1091291509
265	0.7921939806	0.1090063114
266	0.7922361074	0.1089090024
267	0.792813862	0.1087595004
268	0.7927477669	0.1086377551
269	0.7932628447	0.1085293374
270	0.7933269578	0.1084579
271	0.7933489163	0.1083773793
272	0.7936474213	0.1082699778
273	0.7937317397	0.108247907
274	0.7940723429	0.1081295144
275	0.7943285009	0.108018527
276	0.7945176371	0.107886134
277	0.7948595401	0.1077971507
278	0.794965748	0.1076974337
279	0.7952434039	0.1076219017
280	0.7953713042	0.1075027746
281	0.7955414013	0.1074534688
282	0.7960093398	0.1073038448
283	0.7960948692	0.1072207222
284	0.7960948692	0.1071936319
285	0.796670378	0.1070927743
286	0.7971590608	0.1069548672
287	0.7971375563	0.1068735281
288	0.7972013145	0.106774788
289	0.7973288107	0.1066604058
290	0.7973717677	0.1065371675
291	0.7978593758	0.1064163932
292	0.7983255617	0.1063036629
293	0.7987071478	0.106247003
294	0.7990676485	0.1061585067
295	0.7994915793	0.1060739388
296	0.7998305444	0.105977691
297	0.8004235045	0.1058587983
298	0.8003811339	0.1057432605
299	0.8001905468	0.1056102547
300	0.8001905468	0.1055397108
301	0.8001693928	0.1054631922
302	0.8003387677	0.1053968567
303	0.8002964061	0.1053057197
304	0.80057161	0.1052010418
305	0.800973442	0.1051184966
306	0.8012905273	0.1050561164
307	0.8015440749	0.1049498424
308	0.801480698	0.1048955956
309	0.8013539243	0.1048290812
310	0.801607445	0.104773753
311	0.8020084567	0.1046856971
312	0.8021774748	0.1046053712
313	0.8021768995	0.1045328899
314	0.8025989118	0.1044202402
315	0.8028734418	0.104314907
316	0.8030631106	0.1041817695
317	0.8034856087	0.1041018107
318	0.8033357965	0.1039710788
319	0.8033773087	0.1038755169
320	0.8037146475	0.1037937997
321	0.8041987551	0.103661194
322	0.8044085851	0.1036007211
323	0.8041356755	0.1035058583
324	0.8040715152	0.1034036929
325	0.8042607045	0.1033599036
326	0.8043661675	0.1032120843
327	0.8051222597	0.1031094548
328	0.8047867573	0.1030310306
329	0.8047019134	0.1029175502
330	0.8047649167	0.102852641
331	0.8048909033	0.1027699866
332	0.8053330523	0.102676616
333	0.805374078	0.1026120064
334	0.8056272722	0.1025194019
335	0.8057735869	0.1024472321
336	0.805962288	0.1024384276
337	0.805962288	0.1024039169
338	0.8061084781	0.1022685561
339	0.8057296329	0.1021780522
340	0.8058554052	0.1021255325
341	0.805981151	0.1020317728
342	0.8063802906	0.1018843324
343	0.8067571835	0.1018244291
344	0.8069880025	0.1017171736
345	0.8076194485	0.1016275372
346	0.8075547138	0.1014964417
347	0.8077853761	0.1014235885
348	0.8078480879	0.1013326183
349	0.8080988693	0.10124235
350	0.8083920496	0.101157867
351	0.8084345586	0.1011035298
352	0.8088127038	0.1010352277
353	0.8088753352	0.1010244763
354	0.8088753352	0.1009665634
355	0.8088529072	0.1008947982
356	0.8090832632	0.1008157883
357	0.8097914587	0.1007347094
358	0.8102741885	0.1005670908
359	0.8103792415	0.1005151038
360	0.8106915927	0.1004531384
361	0.8108164873	0.1004296198
362	0.8110860322	0.1003242697
363	0.8111653287	0.1002694838
364	0.811227702	0.100261897
365	0.8115622705	0.1002082529
366	0.8115622705	0.1001342901
367	0.8117492788	0.100076188
368	0.8115394702	0.09999609873
369	0.8117887671	0.09994019211
370	0.8120016786	0.09979913012
371	0.8122934914	0.09971692392
372	0.8125032779	0.09965719361
373	0.812624515	0.09954288269
374	0.812768634	0.09948372878
375	0.8126834382	0.09944098618
376	0.8129126926	0.09937837482
377	0.8129748991	0.09934471279
378	0.813285834	0.09924836456
379	0.8135770782	0.09918499136
380	0.8140387638	0.09911464992
381	0.8140387638	0.09908188754
382	0.8144734775	0.09897552025
383	0.815221943	0.0988499044
384	0.8153266332	0.09875995491
385	0.8152839571	0.09869086384
386	0.8155939299	0.0986367042
387	0.8153846154	0.09851362667
388	0.8155512532	0.09841893823
389	0.8156132273	0.09837731682
390	0.8160703076	0.09828355662
391	0.8167172298	0.09818138546
392	0.8167791202	0.09812358162
393	0.8169028816	0.09805738311
394	0.8173449106	0.09796711315
395	0.8176968936	0.09788499364
396	0.8178014852	0.09785017698
397	0.817863306	0.09780900291
398	0.8182578689	0.09767681202
399	0.8179678921	0.0975431279
400	0.8181342815	0.09750272408
401	0.8181770643	0.09743987886
402	0.818899284	0.09737911454
403	0.8192934783	0.09726179128
404	0.8194546024	0.09722007352
405	0.8194546024	0.09717326486
406	0.8194734643	0.09706619144
407	0.8195967826	0.09702156487
408	0.8195351267	0.09697062332
409	0.819910164	0.09687761858
410	0.8199529903	0.0968220145
411	0.8201807072	0.09675821334
412	0.8197680493	0.09667036099
413	0.8198913498	0.09658372985
414	0.8198913498	0.09653135541
415	0.820242323	0.09647059437
416	0.8204083764	0.09643225046
417	0.8205074658	0.09636049058
418	0.8203414609	0.09631573831
419	0.820440547	0.09623818037
420	0.8204967648	0.09616573692
421	0.820729607	0.09611302365
422	0.8207724426	0.09605883811
423	0.8212404152	0.0959547801
424	0.8213931646	0.09588308334
425	0.8215720023	0.0957748077
426	0.8218606592	0.09572238652
427	0.8224133438	0.09563477847
428	0.8224562135	0.09560717366
429	0.8226033467	0.09554309164
430	0.8225974567	0.09547777886
431	0.8232720454	0.09538043587
432	0.8232720454	0.09531295929
433	0.8235784212	0.09524091797
434	0.8235784212	0.09517639926
435	0.8238662987	0.0951223003
436	0.8241540864	0.09508536281
437	0.824196991	0.09501235003
438	0.8243805955	0.09496811221
439	0.8245029666	0.0949599275
440	0.8247293922	0.09491301332
441	0.8247293922	0.09490598907
442	0.8249739854	0.09486463895
443	0.8251573636	0.09483045395
444	0.8250104037	0.09476366525
445	0.8254199386	0.09465421867
446	0.8254199386	0.09460902392
447	0.8255239482	0.09456207658
448	0.825824576	0.09443873657
449	0.8259648393	0.094372661
450	0.8260620873	0.09430986313
451	0.8263130525	0.09419697876
452	0.8264961264	0.09413278792
453	0.8266791433	0.09404901433
454	0.8267401362	0.09404033104
455	0.8267470882	0.09398505373
456	0.8268870867	0.09391551494
457	0.8272169664	0.09387540915
458	0.8276435438	0.09381453706
459	0.8280089346	0.09372375492
460	0.8281306809	0.0936938837
461	0.8284853522	0.09359598712
462	0.8285031682	0.09352262865
463	0.8287034633	0.09346073841
464	0.8290505113	0.09339396404
465	0.8289897207	0.09333424419
466	0.8290505113	0.09330764436
467	0.8291112957	0.09327880113
468	0.8291112957	0.09326823034
469	0.8292328454	0.09323328667
470	0.8295012197	0.09316339094
471	0.8294404651	0.09312264275
472	0.8293797041	0.09305655465
473	0.8296403923	0.0929871609
474	0.8294758692	0.09290873489
475	0.829372081	0.09281428193
476	0.8294328265	0.09274114753
477	0.8294935658	0.09269659441
478	0.8294935658	0.09263016303
479	0.8297971676	0.09256273839
480	0.8300477277	0.09247973457
481	0.8299439718	0.09244040781
482	0.8300653595	0.09239552879
483	0.830411783	0.09233727157
484	0.8305155067	0.09225825318
485	0.8306367973	0.09220238547
486	0.8303687186	0.0921555022
487	0.830922383	0.09210000656
488	0.8308186862	0.09204033229
489	0.8313115604	0.09197776012
490	0.8313115604	0.09194028179
491	0.8315363881	0.09187795784
492	0.8316400581	0.09184181927
493	0.831579493	0.09179973531
494	0.8318299637	0.0917632361
495	0.8318299637	0.09173443815
496	0.8316482605	0.09166349999
497	0.8318299637	0.09161334258
498	0.8319684876	0.09150686557
499	0.8320116104	0.09146361094
500	0.8322537182	0.0914134845
501	0.8321932007	0.09138471192
502	0.8322537182	0.09133235709
503	0.8324610043	0.09124775694
504	0.8325041459	0.09121265186
505	0.8325819991	0.09116469869
506	0.8324610043	0.09111774697
507	0.832746114	0.09107436307
508	0.8329448329	0.09101206566
509	0.8328843763	0.09097866825
510	0.8329016886	0.09094135058
511	0.8334800849	0.09085733311
512	0.8339116474	0.09079578201
513	0.8341016212	0.09076051712
514	0.8342052105	0.09071597463
515	0.8341016212	0.09066707538
516	0.8344638327	0.09063603481
517	0.8347573922	0.0905664873
518	0.8348267468	0.09052467944
519	0.8349564857	0.09047462254
520	0.8349564857	0.09044251202
521	0.8349735833	0.09041079157
522	0.8350600912	0.09035548126
523	0.8352149146	0.09028349854
524	0.8351545911	0.09025360664
525	0.8350771781	0.0902148082
526	0.8351204351	0.09016502001
527	0.8350600912	0.09011299445
528	0.8351978455	0.09006319857
529	0.8351978455	0.09000348119
530	0.8353184878	0.08996298443
531	0.8353184878	0.08995787175
532	0.8361020545	0.08986888415
533	0.8367040811	0.08974414245
534	0.8369014376	0.08966944329
535	0.8373223055	0.08960459054
536	0.8377764001	0.08950498871
537	0.8380863815	0.08945379122
538	0.8382664394	0.08938799609
539	0.8385763727	0.08930808578
540	0.8386796839	0.08926790162
541	0.8386796839	0.08922413345
542	0.8390994526	0.08918055951
543	0.8391593948	0.08912960092
544	0.8392193309	0.08909516401
545	0.8392958546	0.08901145733
546	0.8394755858	0.08895743617
547	0.8395023489	0.08891217493
548	0.8400247704	0.08884685755
549	0.84023119	0.08878431359
550	0.8403075177	0.08874830292
551	0.8405303617	0.08869419887
552	0.8405303617	0.08868012166
553	0.8406769167	0.08863447073
554	0.8407367281	0.08862623793
555	0.8408832938	0.08858339148
556	0.8408997111	0.08854634949
557	0.8408563322	0.08852852265
558	0.8411388488	0.08848624955
559	0.8409759117	0.08842424726
560	0.8410954665	0.08838331364
561	0.8410954665	0.08835130332
562	0.8410954665	0.08830704491
563	0.8412477443	0.08824010406
564	0.8413074861	0.08819884782
565	0.8415030153	0.08810780044
566	0.8419316601	0.08804836551
567	0.8416061028	0.08800606634
568	0.8417362615	0.08792581354
569	0.8417796566	0.08789406863
570	0.8418556701	0.08783647689
571	0.8420781363	0.0877773271
572	0.8421378137	0.08774176467
573	0.8423330585	0.08769877562
574	0.8423330585	0.0876626003
575	0.8423330585	0.08765779592
576	0.8425229311	0.08761134239
577	0.8423873827	0.08758192455
578	0.8424470443	0.08754432305
579	0.8429947957	0.08745800379
580	0.8430978513	0.08741490042
581	0.8431847462	0.08738748277
582	0.8433362526	0.08732395921
583	0.8432928086	0.08728474035
584	0.8433523927	0.08725572524
585	0.8434715426	0.08721459345
586	0.8436341162	0.08714903283
587	0.8437532187	0.08708005673
588	0.8441698842	0.08701795613
589	0.8441264285	0.08698261928
590	0.8440074135	0.08694140825
591	0.8440669241	0.08690684132
592	0.8439044481	0.08688353509
593	0.8441538382	0.08681691986
594	0.8441538382	0.08677763216
595	0.8441538382	0.08671996048
596	0.844197302	0.08669211853
597	0.8443597796	0.08666326231
598	0.8446571958	0.0866224203
599	0.8447006743	0.08655226522
600	0.8447166607	0.08646945268
601	0.8447441573	0.0864087193
602	0.8448515412	0.08633373175
603	0.8449704142	0.08628749343
604	0.8448515412	0.08625261224
605	0.8450457866	0.08616773803
606	0.8448675071	0.08613261925
607	0.8448675071	0.08609598672
608	0.8451529956	0.08601016108
609	0.8450936021	0.08596423204
610	0.845066077	0.08591792788
611	0.845066077	0.0858694645
612	0.845212383	0.08579269806
613	0.8452717643	0.08575660144
614	0.8453311394	0.08570863596
615	0.8453905085	0.08568220565
616	0.8456713963	0.08562613105
617	0.8455526992	0.08557474789
618	0.8455526992	0.0855521753
619	0.8456437934	0.08551679958
620	0.8455844556	0.08548290242
621	0.8456713963	0.08542949817
622	0.8456713963	0.08539577231
623	0.8457307356	0.08535935561
624	0.8459363594	0.08531486562
625	0.8460549987	0.08528169963
626	0.8461143092	0.08527686118
627	0.8462329119	0.08523875752
628	0.8461736136	0.0852061127
629	0.8461143092	0.08518540676
630	0.8462012954	0.08512767298
631	0.8462012954	0.0850910849
632	0.8461419832	0.08506566418
633	0.8465532309	0.08501845455
634	0.8466560428	0.08498007065
635	0.8465690054	0.08494093543
636	0.8465690054	0.08491491471
637	0.8466282895	0.08488570862
638	0.8467310855	0.08484528892
639	0.8468181351	0.08478450385
640	0.846596751	0.0847438612
641	0.8468616666	0.08466575419
642	0.8470080197	0.08460622143
643	0.8470080197	0.08456119349
644	0.8470672904	0.08452344206
645	0.8472015213	0.08447743909
646	0.8473949234	0.08441234844
647	0.8473949234	0.08438508812
648	0.8474541438	0.08435723666
649	0.8474541438	0.08431541824
650	0.8474541438	0.08426669997
651	0.8475725661	0.08420763644
652	0.8476909642	0.08413489509
653	0.8476195367	0.08408364549
654	0.8476787182	0.08404277915
655	0.8478249705	0.08401563438
656	0.8480024648	0.08396207388
657	0.8482234545	0.08390579446
658	0.848267009	0.08386008907
659	0.8482825897	0.08380952871
660	0.848326145	0.0837876035
661	0.8483852749	0.0837498117
662	0.8484164057	0.08367217133
663	0.8485937179	0.08364160636
664	0.848668343	0.08360334966
665	0.8488455618	0.08354494982
666	0.8489046226	0.08352230792
667	0.8488610712	0.08349527509
668	0.8489046226	0.0834579242
669	0.8490227261	0.08342410452
670	0.8490972507	0.08338257368
671	0.8490972507	0.08333515419
672	0.8491562805	0.08331082281
673	0.8491562805	0.08323143766
674	0.8492588603	0.0831909734
675	0.8494358974	0.08315880247
676	0.8493768911	0.0831207732
677	0.8493768911	0.08310351283
678	0.8494948977	0.08306787676
679	0.8497154284	0.08301294424
680	0.8498487722	0.08296369892
681	0.8499077302	0.08292204261
682	0.8499077302	0.08289283413
683	0.8498641653	0.08285720049
684	0.8503920865	0.08279273328
685	0.8504510045	0.08276318624
686	0.8504663319	0.08273622166
687	0.850525237	0.08268515458
688	0.8507019162	0.08265107322
689	0.8507019162	0.08261805844
690	0.8508043857	0.08258222646
691	0.8507607972	0.08254675976
692	0.8506583329	0.08247060151
693	0.8505994467	0.08243842269
694	0.8507455039	0.08239615362
695	0.8512752228	0.08232327398
696	0.8510987041	0.08230851576
697	0.8512011474	0.08229140012
698	0.8513035906	0.08223919676
699	0.8513035906	0.08219395428
700	0.8514496466	0.0820981093
701	0.8515084772	0.08205629879
702	0.8514212548	0.08202162873
703	0.8514212548	0.08199017383
704	0.8514364726	0.08194759765
705	0.851554099	0.08190520772
706	0.8516129032	0.08187107031
707	0.8517304935	0.08184559944
708	0.852024364	0.0817513159
709	0.8521418701	0.0817236531
710	0.8522442295	0.08168815542
711	0.8524791485	0.08164178014
712	0.8524640499	0.08159773108
713	0.8525227715	0.08156744801
714	0.8525227715	0.08156017488
715	0.8525227715	0.08155657854
716	0.8524640499	0.08153452147
717	0.8523465889	0.08151149203
718	0.8523465889	0.08147399547
719	0.8525076766	0.08144170343
720	0.8529908407	0.08138049079
721	0.8532255589	0.08134526034
722	0.8532105398	0.08127474023
723	0.8532105398	0.08125693296
724	0.8536061381	0.08117364536
725	0.8535624776	0.08114485068
726	0.8537820283	0.08108847596
727	0.8537383656	0.08106288795
728	0.8538406464	0.08102760001
729	0.8539578646	0.0809967934
730	0.8540015341	0.08094588835
731	0.8541325696	0.08087989381
732	0.8542646758	0.08084757284
733	0.8542497699	0.08082334831
734	0.8546160924	0.08077040704
735	0.8546597822	0.08075738552
736	0.8546597822	0.08073182693
737	0.8547768747	0.08070044619
738	0.8547917199	0.08064327093
739	0.8552006133	0.08058881348
740	0.855259123	0.08056776895
741	0.855259123	0.0805644974
742	0.8555072834	0.08050665225
743	0.8555657774	0.08047607247
744	0.8556242653	0.08045384117
745	0.8557559655	0.08035789331
746	0.8558144288	0.0802962858
747	0.8557559655	0.08026820172
748	0.8558728861	0.08020092269
749	0.8558144288	0.08017486897
750	0.8557564613	0.08011614926
751	0.8555810983	0.08008890054
752	0.8554499949	0.08003054731
753	0.8555521504	0.07999799859
754	0.8555084529	0.07997440581
755	0.8557711951	0.07994582517
756	0.8557711951	0.07992673422
757	0.8558296308	0.07990439684
758	0.8557711951	0.07987210472
759	0.8556543059	0.07983732835
760	0.8558296308	0.07981045553
761	0.8556106032	0.07976688393
762	0.8557274909	0.07974892149
763	0.8557422254	0.07971133278
764	0.855640096	0.07967734428
765	0.8557569569	0.07965252932
766	0.8558737938	0.07962221146
767	0.8558153783	0.07959107708
768	0.8560927051	0.0795612544
769	0.8560927051	0.07954174696
770	0.8560927051	0.07953792128
771	0.8560927051	0.07953481238
772	0.8561948032	0.07947255749
773	0.8562678644	0.07943602834
774	0.8562678644	0.07940309752
775	0.8561073963	0.07937623101
776	0.85613641	0.07934056057
777	0.85613641	0.07931363256
778	0.8562825355	0.07924896568
779	0.8563846075	0.07921385482
780	0.8563992652	0.07919116922
781	0.8567200735	0.07914143586
782	0.8574488703	0.07906602066
783	0.8573905947	0.07903478887
784	0.8573323132	0.07901110399
785	0.8573323132	0.07899490209
786	0.8572157323	0.07896225829
787	0.857244898	0.07893977177
788	0.8578278835	0.07888977619
789	0.8576530612	0.07886992617
790	0.8577405858	0.07876610921
791	0.8578136164	0.0787106415
792	0.8577553208	0.07863329042
793	0.8580905241	0.07859369347
794	0.8580905241	0.07856464188
795	0.8580467395	0.07854471403
796	0.8579446882	0.07850645949
797	0.8581487907	0.07845824318
798	0.8579446882	0.07838495143
799	0.8580029593	0.07835972885
800	0.8581632653	0.07832465472
801	0.8580319339	0.07828867084
802	0.8580901857	0.078284473
803	0.8582066714	0.07826489345
804	0.8580316165	0.07822494576
805	0.8582207494	0.07818809868
806	0.8582207494	0.07815354443
807	0.8582207494	0.07813356838
808	0.8582645049	0.07809001627
809	0.8582645049	0.07804646937
810	0.8583664729	0.07800059125
811	0.8586280705	0.0779308711
812	0.8587299969	0.07790724878
813	0.8587737628	0.0778802328
814	0.8589044586	0.07782581771
815	0.8590063694	0.07780264056
816	0.8590207367	0.0777724364
817	0.8589626006	0.07773611913
818	0.8593988793	0.07767344475
819	0.8595150774	0.07764471861
820	0.8595731676	0.07762391812
821	0.859733116	0.077583714
822	0.8598349801	0.07754717253
823	0.8598930481	0.07751944726
824	0.8600091664	0.07749506024
825	0.8600091664	0.07746966126
826	0.8600529639	0.07742432433
827	0.8603869654	0.0773959281
828	0.8603715958	0.0773296823
829	0.8605314059	0.07730369448
830	0.8604876063	0.07725683552
831	0.8608947931	0.07718947288
832	0.8608368116	0.07716925232
833	0.8610687023	0.07712626043
834	0.8611846123	0.07710726354
835	0.8612284362	0.07708883063
836	0.8613004986	0.07703876926
837	0.8613004986	0.07702490508
838	0.861358433	0.07699899001
839	0.8614163614	0.07694108888
840	0.8614883768	0.07685695462
841	0.8615603703	0.07683278269
842	0.8616902268	0.0767829441
843	0.8616182678	0.07674663918
844	0.8617042912	0.07670419838
845	0.8620531855	0.07663599558
846	0.8621110433	0.0766166636
847	0.8621110433	0.07659390677
848	0.8622127313	0.07656189493
849	0.8622127313	0.07655908459
850	0.8621548787	0.07650412755
851	0.8623284189	0.07646595663
852	0.8625019062	0.07643283058
853	0.8624879264	0.07640740525
854	0.8625457503	0.07638425489
855	0.8625457503	0.07638176743
856	0.8629085549	0.07633579862
857	0.8630519843	0.07625876917
858	0.8629942067	0.0762409292
859	0.8630519843	0.07621770622
860	0.8630798151	0.07616058632
861	0.8630798151	0.07612497464
862	0.8630798151	0.0760986146
863	0.8630220506	0.07607799673
864	0.8630798151	0.07604623375
865	0.8630498832	0.0760203111
866	0.8631076345	0.07599213857
867	0.8632669646	0.07597061058
868	0.8632669646	0.07595111022
869	0.8631514782	0.07592924972
870	0.8632969266	0.07588955659
871	0.8632969266	0.07587116469
872	0.8633546683	0.07583117278
873	0.863513994	0.07578177584
874	0.8637887252	0.07573119469
875	0.8638464273	0.07570923283
876	0.8638464273	0.07569279015
877	0.8639041235	0.07567022806
878	0.8640194983	0.0756463948
879	0.86398944	0.07556560634
