iter	Passed	Remaining
399	85849	343396
400	86073	343219
401	86257	342884
402	86452	342593
403	86653	342324
404	86867	342106
405	87057	341796
406	87247	341487
407	87434	341164
408	87670	341034
409	87909	340916
410	88125	340709
411	88344	340511
412	88533	340201
413	88733	339932
414	88917	339601
415	89110	339305
416	89319	339070
417	89505	338751
418	89741	338618
419	89930	338310
420	90137	338070
421	90323	337748
422	90553	337596
423	90749	337313
424	90952	337059
425	91205	336990
426	91399	336701
427	91588	336395
428	91815	336228
429	92003	335919
430	92191	335611
431	92403	335389
432	92587	335067
433	92801	334855
434	92999	334583
435	93190	334288
436	93390	334024
437	93612	333841
438	93795	333519
439	93979	333199
440	94185	332960
441	94368	332638
442	94600	332491
443	94786	332179
444	94966	331850
445	95174	331617
446	95372	331351
447	95578	331111
448	95793	330902
449	96030	330771
450	96251	330586
451	96452	330326
452	96710	330266
453	96957	330169
454	97198	330048
455	97392	329767
456	97616	329590
457	97804	329289
458	97989	328981
459	98207	328782
460	98406	328519
461	98678	328502
462	98881	328253
463	99066	327943
464	99300	327799
465	99487	327495
466	99715	327331
467	99913	327066
468	100100	326766
469	100280	326443
470	100465	326139
471	100656	325855
472	100899	325737
473	101110	325515
474	101296	325215
475	101502	324978
476	101712	324755
477	101909	324490
478	102187	324483
479	102420	324331
480	102657	324194
481	102893	324048
482	103094	323798
483	103283	323508
484	103494	323286
485	103700	323049
486	103910	322826
487	104109	322569
488	104354	322453
489	104594	322320
490	104780	322023
491	105004	321842
492	105193	321555
493	105395	321308
494	105603	321077
495	105820	320874
496	106078	320797
497	106275	320534
498	106535	320460
499	106774	320323
500	106999	320143
501	107190	319864
502	107380	319581
503	107608	319408
504	107801	319134
505	107991	318851
506	108179	318564
507	108373	318293
508	108612	318155
509	108796	317856
510	109021	317675
511	109240	317480
512	109421	317172
513	109649	317001
514	109834	316706
515	110024	316425
516	110221	316166
517	110433	315949
518	110631	315695
519	110859	315523
520	111063	315283
521	111253	315006
522	111443	314725
523	111647	314487
524	111830	314189
525	112063	314033
526	112247	313738
527	112432	313447
528	112622	313171
529	112861	313030
530	113053	312761
531	113238	312471
532	113452	312261
533	113722	312203
534	113941	312007
535	114187	311885
536	114400	311673
537	114655	311574
538	114842	311290
539	115064	311100
540	115257	310833
541	115447	310557
542	115629	310261
543	115815	309977
544	116049	309821
545	116269	309625
546	116460	309355
547	116642	309059
548	116829	308778
549	117038	308557
550	117234	308297
551	117420	308016
552	117691	307954
553	117906	307747
554	118099	307484
555	118287	307206
556	118489	306967
557	118695	306736
558	118947	306625
559	119173	306445
560	119384	306228
561	119622	306080
562	119810	305804
563	120002	305539
564	120230	305364
565	120452	305175
566	120646	304914
567	120836	304645
568	121064	304470
569	121296	304304
570	121485	304032
571	121718	303870
572	121900	303580
573	122085	303299
574	122276	303033
575	122481	302802
576	122703	302612
577	122900	302359
578	123133	302198
579	123324	301933
580	123511	301657
581	123735	301472
582	123932	301222
583	124115	300936
584	124355	300791
585	124569	300581
586	124820	300461
587	125038	300261
588	125295	300157
589	125481	299879
590	125678	299630
591	125865	299356
592	126056	299091
593	126278	298900
594	126462	298622
595	126650	298351
596	126866	298146
597	127091	297962
598	127281	297699
599	127512	297528
600	127755	297387
601	127968	297175
602	128170	296938
603	128401	296769
604	128631	296597
605	128906	296528
606	129130	296340
607	129324	296085
608	129535	295867
609	129718	295587
610	129958	295436
611	130146	295167
612	130402	295053
613	130583	294770
614	130764	294485
615	130976	294271
616	131173	294024
617	131367	293770
618	131550	293491
619	131759	293271
620	131944	292997
621	132178	292832
622	132368	292570
623	132557	292305
624	132793	292145
625	132980	291878
626	133177	291630
627	133364	291363
628	133560	291114
629	133738	290828
630	133996	290715
631	134180	290441
632	134373	290186
633	134603	290013
634	134793	289753
635	134979	289483
636	135160	289204
637	135347	288939
638	135571	288751
639	135793	288561
640	135978	288291
641	136188	288074
642	136398	287857
643	136588	287598
644	136832	287455
645	137021	287193
646	137233	286982
647	137420	286716
648	137610	286458
649	137800	286200
650	137984	285931
651	138171	285667
652	138437	285566
653	138646	285349
654	138865	285151
655	139049	284881
656	139278	284704
657	139467	284445
658	139653	284181
659	139874	283988
660	140066	283736
661	140257	283481
662	140497	283325
663	140727	283149
664	140908	282876
665	141088	282600
666	141267	282323
667	141457	282068
668	141663	281844
669	141875	281632
670	142078	281404
671	142261	281135
672	142489	280956
673	142695	280732
674	142875	280459
675	143069	280212
676	143278	279995
677	143465	279736
678	143650	279473
679	143843	279225
680	144061	279025
681	144257	278785
682	144456	278549
683	144680	278361
684	144889	278146
685	145076	277886
686	145309	277716
687	145498	277461
688	145706	277244
689	145923	277043
690	146128	276819
691	146317	276566
692	146513	276323
693	146691	276051
694	146870	275777
695	147101	275604
696	147282	275336
697	147606	275334
698	147832	275149
699	148043	274937
700	148302	274813
701	148484	274548
702	148678	274305
703	148855	274029
704	149032	273755
705	149247	273549
706	149430	273286
707	149644	273079
708	149870	272895
709	150050	272626
710	150238	272373
711	150446	272155
712	150642	271917
713	150882	271757
714	151064	271493
715	151248	271234
716	151455	271013
717	151691	270847
718	151920	270667
719	152106	270412
720	152289	270150
721	152477	269898
722	152712	269728
723	152886	269452
724	153125	269289
725	153350	269102
726	153582	268928
727	153803	268733
728	153985	268471
729	154171	268216
730	154421	268072
731	154660	267908
732	154856	267671
733	155037	267408
734	155232	267168
735	155446	266962
736	155643	266727
737	155845	266500
738	156045	266270
739	156263	266070
740	156465	265843
741	156639	265569
742	156864	265380
743	157091	265197
744	157269	264931
745	157485	264727
746	157709	264538
747	157891	264278
748	158139	264128
749	158331	263885
750	158551	263689
751	158743	263446
752	158925	263187
753	159109	262931
754	159329	262734
755	159519	262489
756	159702	262232
757	159906	262010
758	160088	261752
759	160271	261495
760	160485	261289
761	160696	261078
762	160886	260834
763	161077	260591
764	161265	260343
765	161447	260087
766	161656	259872
767	161852	259638
768	162042	259393
769	162234	259153
770	162426	258913
771	162612	258663
772	162818	258445
773	163026	258229
774	163247	258036
775	163437	257793
776	163642	257573
777	163827	257323
778	164076	257172
779	164267	256931
780	164446	256670
781	164631	256420
782	164875	256261
783	165091	256059
784	165275	255809
785	165457	255554
786	165641	255302
787	165828	255056
788	166035	254840
789	166275	254674
790	166503	254492
791	166691	254246
792	166962	254129
793	167165	253905
794	167356	253665
795	167546	253424
796	167771	253235
797	168002	253056
798	168226	252866
799	168414	252621
800	168617	252400
801	168828	252190
802	169052	251999
803	169232	251744
804	169468	251571
805	169661	251335
806	169851	251094
807	170054	250872
808	170251	250641
809	170477	250454
810	170689	250246
811	170899	250034
812	171081	249782
813	171270	249542
814	171463	249305
815	171655	249068
816	171885	248886
817	172075	248646
818	172306	248467
819	172530	248275
820	172724	248041
821	172905	247789
822	173089	247541
823	173282	247306
824	173468	247061
825	173652	246814
826	173835	246565
827	174024	246323
828	174289	246192
829	174470	245940
830	174657	245697
831	174873	245495
832	175101	245309
833	175330	245126
834	175524	244893
835	175717	244659
836	175918	244436
837	176097	244182
838	176307	243972
839	176495	243731
840	176694	243507
841	176907	243300
842	177090	243053
843	177280	242815
844	177473	242581
845	177683	242372
846	177922	242201
847	178113	241964
848	178294	241716
849	178474	241466
850	178675	241243
851	178859	240999
852	179090	240817
853	179279	240579
854	179469	240342
855	179645	240087
856	179830	239843
857	180021	239609
858	180245	239417
859	180433	239179
860	180651	238980
861	180850	238756
862	181034	238511
863	181261	238325
864	181450	238087
865	181686	237912
866	181871	237670
867	182052	237423
868	182290	237249
869	182478	237012
870	182661	236768
871	182856	236539
872	183074	236340
873	183270	236113
874	183494	235922
875	183673	235672
876	183868	235444
877	184050	235198
878	184239	234962
879	184478	234791
880	184682	234573
881	184864	234329
882	185065	234108
883	185262	233883
884	185495	233702
885	185681	233464
886	185872	233231
887	186065	233000
888	186267	232782
889	186459	232550
890	186647	232313
891	186889	232145
892	187086	231920
893	187280	231691
894	187527	231528
895	187719	231297
896	187927	231086
897	188109	230843
898	188378	230706
899	188566	230470
900	188760	230242
901	188965	230026
902	189147	229783
903	189347	229563
904	189583	229385
905	189801	229186
906	189995	228958
907	190252	228805
908	190469	228605
909	190673	228389
910	190864	228158
911	191050	227919
912	191234	227680
913	191470	227502
914	191648	227255
915	191850	227036
916	192046	226811
917	192233	226575
918	192497	226430
919	192676	226185
920	192869	225957
921	193054	225718
922	193239	225480
923	193465	225291
924	193663	225067
925	193846	224828
926	194027	224585
927	194228	224366
928	194449	224172
929	194641	223942
930	194821	223699
931	195002	223458
932	195187	223221
933	195395	223009
934	195582	222775
935	195768	222540
936	195948	222297
937	196127	222054
938	196361	221874
939	196573	221668
940	196760	221433
941	196944	221196
942	197181	221019
943	197394	220814
944	197660	220668
945	197844	220431
946	198021	220186
947	198245	219993
948	198478	219811
949	198718	219636
950	198911	219409
951	199108	219186
952	199292	218949
953	199518	218759
954	199735	218558
955	199932	218336
956	200118	218102
957	200393	217964
958	200628	217783
959	200812	217547
960	200995	217309
961	201178	217072
962	201368	216842
963	201584	216641
964	201779	216416
965	201961	216177
966	202142	215939
967	202322	215698
968	202572	215534
969	202767	215309
970	202953	215076
971	203138	214842
972	203327	214612
973	203540	214407
974	203756	214205
975	204022	214056
976	204249	213865
977	204436	213634
978	204664	213444
979	204893	213256
980	205103	213048
981	205291	212817
982	205475	212582
983	205701	212391
984	205887	212158
985	206103	211956
986	206372	211809
987	206572	211589
988	206756	211355
989	206938	211119
990	207123	210885
991	207342	210686
992	207535	210461
993	207713	210220
994	207955	210045
995	208140	209811
996	208330	209584
997	208516	209352
998	208704	209122
999	208938	208938
1000	209125	208707
1001	209329	208494
1002	209509	208256
1003	209689	208018
1004	209930	207841
1005	210110	207604
1006	210354	207429
1007	210555	207212
1008	210779	207018
1009	210978	206801
1010	211198	206602
1011	211439	206424
1012	211641	206209
1013	211837	205987
1014	212027	205761
1015	212275	205589
1016	212460	205357
1017	212711	205189
1018	212904	204964
1019	213087	204730
1020	213307	204533
1021	213502	204310
1022	213772	204160
1023	213975	203945
1024	214157	203710
1025	214381	203516
1026	214602	203318
1027	214790	203090
1028	214984	202866
1029	215168	202634
1030	215359	202408
1031	215547	202180
1032	215774	201988
1033	215990	201785
1034	216172	201551
1035	216374	201337
1036	216557	201104
1037	216743	200873
1038	216989	200699
1039	217178	200472
1040	217423	200297
1041	217663	200116
1042	217847	199884
1043	218040	199661
1044	218225	199431
1045	218460	199246
1046	218644	199014
1047	218828	198783
1048	219009	198548
1049	219193	198318
1050	219400	198107
1051	219598	197888
1052	219807	197680
1053	220009	197465
1054	220205	197245
1055	220392	197017
1056	220575	196785
1057	220757	196553
1058	220959	196339
1059	221204	196162
1060	221431	195969
1061	221648	195768
1062	221830	195536
1063	222022	195313
1064	222245	195116
1065	222431	194888
1066	222626	194667
1067	222849	194471
1068	223042	194249
1069	223230	194022
1070	223442	193817
1071	223637	193596
1072	223822	193368
1073	224029	193157
1074	224254	192962
1075	224501	192787
1076	224691	192562
1077	224898	192352
1078	225084	192125
1079	225284	191908
1080	225484	191692
1081	225686	191479
1082	225886	191263
1083	226139	191091
1084	226359	190893
1085	226579	190693
1086	226764	190465
1087	226997	190277
1088	227195	190059
1089	227409	189855
1090	227598	189630
1091	227779	189399
1092	227964	189171
1093	228147	188941
1094	228335	188715
1095	228554	188516
1096	228747	188294
1097	229001	188123
1098	229205	187910
1099	229423	187709
1100	229650	187516
1101	229841	187293
1102	230027	187066
1103	230236	186858
1104	230486	186683
1105	230677	186461
1106	230866	186236
1107	231050	186008
1108	231237	185782
1109	231471	185593
1110	231653	185364
1111	231846	185143
1112	232088	184961
1113	232354	184798
1114	232537	184569
1115	232714	184336
1116	232905	184114
1117	233100	183894
1118	233318	183694
1119	233528	183486
1120	233718	183263
1121	233907	183039
1122	234132	182844
1123	234376	182663
1124	234561	182436
1125	234762	182222
1126	234943	181992
1127	235126	181764
1128	235353	181570
1129	235547	181350
1130	235730	181122
1131	235958	180929
1132	236140	180700
1133	236431	180555
1134	236609	180323
1135	236796	180098
1136	236985	179875
1137	237164	179644
1138	237356	179424
1139	237617	179255
1140	237813	179037
1141	238043	178844
1142	238236	178625
1143	238425	178402
1144	238615	178179
1145	238797	177952
1146	238982	177726
1147	239166	177500
1148	239390	177302
1149	239578	177079
1150	239761	176853
1151	239950	176630
1152	240132	176402
1153	240348	176200
1154	240534	175975
1155	240768	175785
1156	240952	175560
1157	241136	175334
1158	241373	175146
1159	241556	174920
1160	241742	174696
1161	241929	174472
1162	242137	174263
1163	242317	174035
1164	242557	173850
1165	242754	173634
1166	242988	173444
1167	243170	173217
1168	243361	172996
1169	243543	172770
1170	243769	172574
1171	244011	172390
1172	244201	172169
1173	244382	171942
1174	244567	171717
1175	244770	171506
1176	244973	171294
1177	245218	171111
1178	245403	170887
1179	245582	170659
1180	245772	170438
1181	245956	170213
1182	246137	169986
1183	246325	169765
1184	246538	169560
1185	246791	169382
1186	247038	169201
1187	247260	169003
1188	247445	168778
1189	247654	168571
1190	247835	168344
1191	248089	168167
1192	248273	167943
1193	248461	167721
1194	248697	167532
1195	248889	167313
1196	249075	167090
1197	249280	166880
1198	249505	166684
1199	249765	166510
1200	249953	166288
1201	250150	166073
1202	250357	165864
1203	250579	165665
1204	250792	165460
1205	251013	165260
1206	251195	165035
1207	251435	164848
1208	251619	164624
1209	251808	164403
1210	252031	164205
1211	252212	163979
1212	252397	163756
1213	252635	163568
1214	252858	163369
1215	253045	163147
1216	253223	162920
1217	253457	162729
1218	253639	162504
1219	253826	162282
1220	254007	162057
1221	254230	161858
1222	254414	161635
1223	254593	161408
1224	254774	161183
1225	254961	160962
1226	255182	160762
1227	255376	160546
1228	255562	160324
1229	255799	160134
1230	255990	159915
1231	256205	159712
1232	256390	159490
1233	256566	159262
1234	256761	159046
1235	256950	158826
1236	257132	158603
1237	257321	158383
1238	257508	158163
1239	257692	157940
1240	257946	157760
1241	258137	157542
1242	258322	157320
1243	258535	157116
1244	258729	156900
1245	258958	156705
1246	259148	156486
1247	259333	156265
1248	259561	156069
1249	259746	155847
1250	259929	155624
1251	260115	155404
1252	260303	155184
1253	260485	154962
1254	260666	154738
1255	260892	154541
1256	261090	154328
1257	261309	154126
1258	261494	153906
1259	261686	153688
1260	261952	153515
1261	262173	153315
1262	262363	153097
1263	262549	152876
1264	262771	152677
1265	262988	152475
1266	263185	152261
1267	263371	152041
1268	263549	151816
1269	263731	151593
1270	264012	151428
1271	264240	151232
1272	264467	151035
1273	264680	150830
1274	264869	150612
1275	265153	150447
1276	265369	150244
1277	265621	150061
1278	265849	149864
1279	266055	149656
1280	266263	149448
1281	266507	149260
1282	266706	149047
1283	266924	148845
1284	267146	148645
1285	267361	148441
1286	267638	148272
1287	267910	148099
1288	268129	147897
1289	268449	147751
1290	268689	147560
1291	268874	147339
1292	269095	147138
1293	269400	146983
1294	269601	146771
1295	269885	146604
1296	270106	146403
1297	270312	146193
1298	270533	145992
1299	270734	145780
1300	270981	145592
1301	271189	145384
1302	271395	145174
1303	271586	144957
1304	271785	144744
1305	272022	144551
1306	272227	144340
1307	272457	144144
1308	272656	143930
1309	272860	143720
1310	273106	143532
1311	273304	143318
1312	273547	143128
1313	273761	142922
1314	273974	142716
1315	274201	142518
1316	274405	142307
1317	274591	142087
1318	274779	141868
1319	275052	141693
1320	275314	141512
1321	275570	141329
1322	275815	141139
1323	276009	140923
1324	276242	140727
1325	276461	140524
1326	276690	140326
1327	276890	140113
1328	277118	139914
1329	277309	139697
1330	277512	139486
1331	277699	139266
1332	277891	139049
1333	278121	138852
1334	278360	138658
1335	278562	138447
1336	278770	138238
1337	278974	138027
1338	279176	137816
1339	279407	137618
1340	279603	137403
1341	279817	137198
1342	280050	137001
1343	280239	136783
1344	280441	136571
1345	280685	136380
1346	280924	136186
1347	281127	135975
1348	281339	135768
1349	281616	135593
1350	281813	135379
1351	282000	135159
1352	282186	134940
1353	282387	134728
1354	282611	134527
1355	282811	134314
1356	283041	134116
1357	283229	133897
1358	283447	133693
1359	283648	133481
1360	283833	133261
1361	284022	133044
1362	284243	132841
1363	284437	132626
1364	284649	132419
1365	284861	132212
1366	285072	132004
1367	285272	131792
1368	285468	131578
1369	285724	131391
1370	285962	131196
1371	286185	130994
1372	286441	130807
1373	286677	130611
1374	286866	130393
1375	287059	130178
1376	287297	129982
1377	287532	129786
1378	287720	129567
1379	287905	129348
1380	288106	129136
1381	288291	128917
1382	288503	128710
1383	288687	128490
1384	288934	128299
1385	289121	128081
1386	289321	127868
1387	289550	127669
1388	289769	127465
1389	289978	127256
1390	290219	127062
1391	290467	126871
1392	290672	126660
1393	290873	126448
1394	291066	126233
1395	291250	126013
1396	291431	125793
1397	291620	125576
1398	291868	125384
1399	292120	125194
1400	292325	124984
1401	292513	124766
1402	292771	124579
1403	292982	124371
1404	293233	124180
1405	293438	123970
1406	293642	123759
1407	293867	123558
1408	294168	123387
1409	294374	123177
1410	294567	122962
1411	294801	122764
1412	295046	122570
1413	295367	122408
1414	295565	122194
1415	295770	121984
1416	296078	121816
1417	296273	121601
1418	296481	121392
1419	296674	121176
1420	296876	120965
1421	297090	120758
1422	297283	120542
1423	297469	120324
1424	297653	120105
1425	297840	119887
1426	298092	119696
1427	298294	119484
1428	298524	119284
1429	298729	119073
1430	298951	118870
1431	299163	118662
1432	299394	118462
1433	299631	118264
1434	299813	118044
1435	300010	117831
1436	300204	117616
1437	300390	117398
1438	300570	117178
1439	300806	116980
1440	300991	116762
1441	301230	116564
1442	301419	116348
1443	301618	116135
1444	301806	115918
1445	301990	115700
1446	302186	115486
1447	302437	115293
1448	302647	115085
1449	302834	114868
1450	303018	114650
1451	303212	114435
1452	303441	114234
1453	303625	114016
1454	303842	113810
1455	304069	113608
1456	304259	113392
1457	304494	113193
1458	304680	112976
1459	304868	112759
1460	305053	112541
1461	305238	112324
1462	305480	112128
1463	305677	111914
1464	305863	111697
1465	306049	111480
1466	306286	111282
1467	306490	111071
1468	306689	110859
1469	306968	110675
1470	307157	110459
1471	307364	110250
1472	307561	110037
1473	307742	109818
1474	307938	109605
1475	308188	109410
1476	308408	109206
1477	308622	108999
1478	308828	108789
1479	309057	108587
1480	309240	108369
1481	309493	108176
1482	309685	107961
1483	309881	107748
1484	310073	107534
1485	310306	107333
1486	310542	107134
1487	310734	106919
1488	310927	106705
1489	311120	106490
1490	311318	106278
1491	311554	106078
1492	311781	105876
1493	311997	105669
1494	312230	105469
1495	312415	105252
1496	312642	105049
1497	312881	104850
1498	313145	104660
1499	313403	104467
1500	313665	104276
1501	313863	104063
1502	314059	103850
1503	314299	103651
1504	314493	103437
1505	314722	103235
1506	314915	103021
1507	315116	102809
1508	315343	102606
1509	315590	102410
1510	315802	102202
1511	316025	101997
1512	316244	101791
1513	316437	101577
1514	316655	101371
1515	316878	101167
1516	317106	100964
1517	317298	100749
1518	317485	100533
1519	317681	100320
1520	317909	100117
1521	318122	99909
1522	318330	99700
1523	318577	99503
1524	318784	99293
1525	318997	99085
1526	319186	98870
1527	319434	98673
1528	319624	98458
1529	319826	98247
1530	320012	98031
1531	320207	97817
1532	320392	97601
1533	320584	97387
1534	320817	97185
1535	321011	96972
1536	321202	96757
1537	321399	96545
1538	321590	96330
1539	321810	96125
1540	321994	95908
1541	322283	95723
1542	322559	95534
1543	322746	95318
1544	322991	95120
1545	323172	94903
1546	323380	94693
1547	323563	94477
1548	323754	94262
1549	323997	94063
1550	324188	93849
1551	324387	93637
1552	324588	93426
1553	324773	93210
1554	324999	93006
1555	325202	92795
1556	325469	92603
1557	325689	92397
1558	325901	92189
1559	326109	91979
1560	326373	91786
1561	326567	91572
1562	326771	91362
1563	326991	91156
1564	327209	90949
1565	327437	90745
1566	327645	90536
1567	327915	90343
1568	328121	90134
1569	328355	89931
1570	328595	89731
1571	328789	89517
1572	329007	89310
1573	329241	89108
1574	329457	88901
1575	329645	88686
1576	329830	88470
1577	330026	88258
1578	330237	88049
1579	330458	87843
1580	330687	87639
1581	330936	87440
1582	331202	87246
1583	331395	87033
1584	331586	86819
1585	331778	86605
1586	331966	86390
1587	332165	86178
1588	332426	85983
1589	332656	85779
1590	332858	85568
1591	333064	85358
1592	333334	85164
1593	333543	84955
1594	333763	84748
1595	333966	84537
1596	334218	84339
1597	334421	84128
1598	334648	83923
1599	334853	83713
1600	335035	83497
1601	335277	83296
1602	335531	83097
1603	335750	82891
1604	335950	82679
1605	336231	82487
1606	336508	82294
1607	336725	82087
1608	336909	81871
1609	337146	81668
1610	337355	81459
1611	337572	81251
1612	337782	81042
1613	338017	80839
1614	338257	80637
1615	338454	80424
1616	338642	80210
1617	338825	79994
1618	339008	79778
1619	339191	79563
1620	339425	79359
1621	339682	79161
1622	339869	78946
1623	340111	78745
1624	340317	78534
1625	340569	78335
1626	340756	78120
1627	340956	77909
1628	341240	77716
1629	341465	77510
1630	341665	77298
1631	341892	77093
1632	342108	76885
1633	342321	76676
1634	342619	76487
1635	342828	76277
1636	343080	76077
1637	343319	75874
1638	343536	75666
1639	343746	75456
1640	343966	75249
1641	344256	75057
1642	344468	74848
1643	344661	74634
1644	344840	74418
1645	345029	74204
1646	345263	73999
1647	345458	73787
1648	345673	73578
1649	345860	73364
1650	346056	73151
1651	346281	72945
1652	346514	72740
1653	346709	72528
1654	346945	72323
1655	347135	72110
1656	347373	71906
1657	347602	71700
1658	347815	71491
1659	348042	71285
1660	348226	71070
1661	348448	70863
